season,episode,title,director,release_date,all_cast,Rating,number_of_reviews,short_summary
3,11, The One Where Chandler Can't Remember Which Sister ,Terry Hughes , 9 January 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Shelley Berman', 'Alex Meneses', 'K.J. Steinberg', 'Thomas James Kepner', 'Dena Miceli', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Steven Eckholdt', 'Mimi Lieber', 'Penny Santon', 'Lisa Melilli', 'Holly Gagnier', 'Lisa Maris', 'Ira Ungerleider']",8.6,3419,A drunken Chandler fools around with one of Joey's sisters - but he can't remember which one. Ross becomes skeptical when a guy at the diner gets Rachel an interview for a position at Bloomingdales.
3,12, The One with All the Jealousy ,Robby Benson , 16 January 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Obba Babatundé', 'James Michael Tyler', 'Hillary Matthews', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Steven Eckholdt', 'Carlos Gómez', 'Wendy Schaal']",8.2,3252,"Ross becomes insanely jealous of Mark. Monica hooks up with a co-worker, who writes her a poem with a hidden meaning. One of Joey's numerous lies on his resume is exposed when he takes part in a Broadway production."
3,13, The One Where Monica and Richard Are Just Friends ,Robby Benson , 30 January 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Gina Hecht', 'Laura Bennecke', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Tom Selleck', 'Markus Flanagan', 'Steven Harad', 'Robert Aguilar Jr.']",8.2,3266,"Monica's willpower is tested when she bumps into Richard. Joey and Rachel exchange their favorite books. Phoebe dates an athletic guy who doesn't realize he has a ""wardrobe malfunction""."
3,14, The One with Phoebe's Ex-Partner ,Robby Benson , 6 February 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Steven Eckholdt', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Sherilyn Fenn', 'Elizabeth Daily']",7.9,3254,"Phoebe is reunited with her former singing partner who thinks ""Smelly Cat"" has hit potential; Chandler dates a woman with a prosthetic leg."
3,15, The One Where Ross and Rachel Take a Break ,James Burrows , 13 February 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Stephen Kearney', 'Angela Featherstone', 'Maury Ginsberg', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Steven Eckholdt', 'Jim Pirri', 'Laura Dean', 'James Michael Tyler']",8.5,3495,Ross seeks solace at a party after a bitter fight with Rachel and ends up in the arms of another woman; Phoebe's date needs an interpreter to communicate.
3,16, The One with the Morning After ,James Burrows , 20 February 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Cynthia Mann', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Angela Featherstone', 'Maury Ginsberg']",9.1,4251,"Ross is guilt-ridden after sleeping with Chloe and desperately tries to stop Rachel from finding out and when she does, the rest of the gang listen to them argue and end up trapped in Monica's room for the rest of the night."
3,17, The One Without the Ski Trip ,Sam Simon , 6 March 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Jane Sibbett']",8.3,3196,"Monica, Chandler, Phoebe and Joey become stuck in the middle of Ross and Rachel's fight following their break-up."
3,18, The One with the Hypnosis Tape ,Robby Benson , 13 March 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Giovanni Ribisi', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Jon Favreau', 'Debra Jo Rupp', 'Jeff Brooks', 'Marta Kauffman']",8.4,3310,Monica goes out with a guy who turns out to be a software billionaire. Chandler's stop smoking hypnosis tape has an unexpected side effect. Frank makes a surprise announcement that he is getting married - to a woman twice his age.
3,19, The One with the Tiny T-Shirt ,Terry Hughes , 27 March 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jon Favreau', 'Reg Rogers', 'Ethel Ayler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Steven Eckholdt', 'Dina Meyer', 'James Michael Tyler']",8.2,3182,"Rachel goes on her first date, after splitting from Ross, with Mark. Joey clashes with his co-star in his new play. Monica continues to date Pete, even though she is still not attracted to him."
3,20, The One with the Dollhouse ,Terry Hughes , 10 April 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Dina Meyer', 'Jennifer Milmore', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Alison La Placa', 'Reg Rogers', 'Laura Dean', 'James Michael Tyler']",8.1,3170,"Monica's aunt dies and leaves her an antique dollhouse that she doesn't want Phoebe to play with; Rachel regrets setting up Chandler with her boss, Joanna."
3,21, The One with the Chick and the Duck ,Michael Lembeck , 17 April 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Jon Favreau']",8.7,3399,"Joey buys a chick for him and Chandler, Pete offers Monica a job at his restaurant but she is undecided if she should accept it. Ross shows his continued feelings for Rachel when he gives up being on TV for her."
3,22, The One with the Screamer ,Peter Bonerz , 24 April 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Dina Meyer', 'June Gable', 'James Michael Tyler', 'Laura Cayouette', 'Scott Sandler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Jon Favreau', 'Reg Rogers', 'Jennifer Milmore', 'Ben Stiller', 'Jeff Brooks', 'Peter Bonerz']",8.3,3223,"Ross witnesses Rachel's date screaming at people. Meanwhile, Joey becomes upset when Kate is offered a job in Los Angeles; Phoebe refuses to hang up the phone when she is placed on hold by her phone company."
3,23, The One with Ross's Thing ,Shelley Jensen , 1 May 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Kevin McDonald', 'Robert Gant', 'Carole Goldman', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Jon Favreau', 'Matt Battaglia', 'Richard Gant', 'Douglas Looper']",8.1,3159,Ross seeks medical help when he finds a mysterious skin condition on his backside. Phoebe struggles to choose between two guys; Monica can't decide what to do about Pete when she thinks he is going to propose.
3,24, The One with the Ultimate Fighting Champion ,Robby Benson , 8 May 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Hong', 'Sam McMurray', ""Joe O'Connor"", 'Bruce Buffer', 'Billy Crystal', 'Robin Williams', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Jon Favreau', 'Christine Taylor', 'Steve Park', 'John McCarthy', 'David Abbott', 'Andre Johnson']",8.1,3292,Monica struggles to support Pete in his goal to become the Ultimate Fighting Champion. Chandler is uneasy when his boss playfully slaps his butt. Rachel becomes jealous when Ross starts dating a woman that was introduced to him by Phoebe.
3,25, The One at the Beach ,Pamela Fryman , 15 May 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Christine Taylor', 'Teri Garr']",8.8,3645,"While at the beach, Phoebe meets a family friend with links to her past; Ross discovers that Rachel still loves him and must decide between her and Bonnie."
4,1, The One with the Jellyfish ,Shelley Jensen , 25 September 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Teri Garr', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Christine Taylor', 'James Michael Tyler']",9.1,4156,"Ross chooses between Rachel and his bald-headed girlfriend Bonnie; Joey, Chandler, and Monica have a perilous encounter with a jellyfish at the beach."
4,2, The One with the Cat ,Shelley Jensen , 2 October 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Ken Weiler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Dan Gauthier', 'Matt Kaminsky', 'Marc Unger']",8.1,3216,Phoebe becomes convinced that the spirit of her dead mother is inside a cat. Chandler and Joey are robbed. Monica goes on a date with a guy from her high school.
4,3, The One with the 'Cuffs ,Peter Bonerz , 9 October 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Penn Jillette', 'Christina Pickles', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Alison La Placa', 'Laura Dean']",8.5,3236,Monica tries to avoid criticism when she caters a party for her mother. Chandler ends up half naked and handcuffed to a chair in Rachel's boss's office. Joey tries to get educated from a salesman trying to sell him a set of encyclopedias.
4,4, The One with the Ballroom Dancing ,Gail Mancuso , 16 October 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Mike Hagerty', 'E.J. Callahan', 'Christopher Carroll', 'Hope Allen', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Jason Brooks', 'Rhoda Gemignani', 'Brien Perry', 'Amber Smith', 'Cheryl Francis Harrington']",8.2,3166,Joey is forced to help Treeger learn how to dance after he threatens to have Monica and Rachel evicted. Phoebe develops a crush on one of her clients. Ross tries to help Chandler quit the gym.
4,5, The One with Joey's New Girlfriend ,Gail Mancuso , 30 October 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Laura Interval', ""Brian 'Fish' Smith"", 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Paget Brewster', 'James Michael Tyler', 'Shannon Frank']",8.4,3201,Chandler develops feelings for Joey's new girlfriend. Ross and Rachel try to make each other jealous with their dates. Phoebe's cold gives her a sexy singing voice.
4,6, The One with the Dirty Girl ,Shelley Jensen , 6 November 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Rebecca Romijn', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Paget Brewster', 'Gretchen Wyler', 'Shelly Markham']",8.5,3279,Ross's new girlfriend is nearly perfect until he discovers her apartment is very dirty. Chandler buys a better birthday present for Kathy than Joey. Phoebe helps Monica cater an event. Rachel is obsessed at finishing a crossword puzzle by herself.
4,7, The One Where Chandler Crosses the Line ,Kevin Bright (as Kevin S. Bright)    , 13 November 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Paget Brewster']",8.7,3334,Chandler is guilt-ridden after kissing Kathy. Ross starts playing the keyboard again and everyone except Phoebe thinks he's terrible. Joey dates someone else while still attached to Kathy.
4,8, The One with Chandler in a Box ,Peter Bonerz , 20 November 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Paget Brewster', 'Marcy Goldman', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Michael Vartan', 'James Michael Tyler']",9.1,4185,Chandler tries to earn Joey's forgiveness by lying in a wooden box for six hours. Monica accidentally gets ice in her eye and her doctor turns out to be Richard's son and it's discovered Rachel exchanges the gifts she received in the past.
4,9, The One Where They're Going to Party! ,Peter Bonerz , 11 December 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Taylor Negron', 'Jennifer Rhodes', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Alison La Placa', 'Richard Fancy', 'Laura Dean']",7.9,3085,Monica ends up having to choose between a head chef position or the catering business she started with Phoebe. Rachel is close to getting a promotion but tragedy strikes. Chandler and Ross are excited when an old friend is coming to town.
4,10, The One with the Girl from Poughkeepsie ,Gary Halvorson , 18 December 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Micheal DiMaggio', 'Amy Smallman', 'Vic Helford', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Fred Stoller', 'Jamie Kaler', 'Shannon Maureen Brown', 'Yasemin Baytok']",8.1,3062,"In order for her kitchen staff to acknowledge her authority, Monica hires Joey so she can fire him in front of them. Chandler unsuccessfully tries to set Rachel up with a co-worker. Ross can't choose between two girls."
4,11, The One with Phoebe's Uterus ,David Steinberg , 8 January 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Giovanni Ribisi', 'Paget Brewster', 'Sherri Shepherd', 'Jack Ong', 'Chip Chinery', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Teri Garr', 'Debra Jo Rupp', 'James Michael Tyler', 'Miles Marsico', 'Jim Bentley']",8.5,3253,Newlyweds Frank and Alice ask Phoebe to be their surrogate. Joey gets a job as a tour guide at Ross's museum. Chandler asks Monica and Rachel for advice on how to sexually satisfy Kathy.
4,12, The One with the Embryos ,Kevin Bright (as Kevin S. Bright)    , 15 January 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Debra Jo Rupp', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Giovanni Ribisi', 'Cindy Katz']",9.5,6089,"Phoebe's uterus is examined for implantation of the embryos. Meanwhile, a seemingly harmless game between Chandler and Joey against Monica and Rachel escalates into a full blown contest where the stakes are raised higher and higher."
4,13, The One with Rachel's Crush ,Dana De Vally Piazza (as Dana J. deVally)    , 29 January 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Paget Brewster', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Tate Donovan', 'Paxton Whitehead', 'Craig Strong']",8.2,3043,"After seeing Kathy's play, Chandler becomes convinced she is cheating on him with her co-star. Rachel develops a crush on one of her customers. Monica becomes jealous when she realizes she is no longer the 'hostess'."
4,14, The One with Joey's Dirty Day ,Peter Bonerz , 5 February 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Helen Baxendale', 'Carlos Lacamara', 'Charlton Heston', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Tate Donovan', 'Paxton Whitehead', 'Rocky McMurray', 'James Michael Tyler']",8.2,3064,"Joey arrives on the set of his latest movie unwashed, after a three-day fishing trip with his dad. Rachel sets up Ross with the niece of her boss. Chandler goes through three phrases to help recover from Kathy cheating on him."
4,15, The One with All the Rugby ,James Burrows , 26 February 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Maggie Wheeler', 'Adamo Palladino', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Helen Baxendale', 'Mark McCullough Thomas', 'Robin McDonald', 'James Michael Tyler']",8.5,3215,"Chandler runs into Janice, and finds her more irritating than ever and creates an elaborate plan to break up with her, meanwhile, Ross attempts to learn how to play rugby to impress Emily and Monica obsesses over a electric lighting switch."
4,16, The One with the Fake Party ,Michael Lembeck , 19 March 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Helen Baxendale', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Tate Donovan', 'James Michael Tyler']",8.2,3098,Rachel organizes a fake good bye party for Emily so she can spend time with Joshua. A side effect from her pregnancy causes Phoebe to have a craving for meat.
4,17, The One with the Free Porn ,Michael Lembeck , 26 March 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Helen Baxendale', 'Mike Hagerty', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Giovanni Ribisi', 'Debra Jo Rupp', 'Shirley Jordan', 'Nick East']",8.6,3246,Chandler and Joey discover that they're getting a free porn channel on their TV. Monica encourages Ross to tell Emily he loves her just before she leaves for London. Phoebe gets a shock when she visits her OB-GYN.
4,18, The One with Rachel's New Dress ,Gail Mancuso , 2 April 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jane Sibbett', 'Jessica Hecht', 'John Bennett Perry', 'Charles Thomas Allen', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Tate Donovan', 'Helen Baxendale', 'Debra Jo Rupp', 'Pat Crowley', 'John Christopher Allen']",8.3,3044,Rachel has an awkward encounter with Joshua's parents. Phoebe is offered the chance to name one of the triplets. Ross becomes paranoid when Emily goes to London with Susan.
4,19, The One with All the Haste ,Kevin Bright (as Kevin S. Bright)    , 9 April 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Helen Baxendale', 'Michal Connor']",8.7,3207,Ross proposes to Emily. Monica and Rachel try to win their apartment back from Chandler and Joey.
4,20, The One with All the Wedding Dresses ,Gail Mancuso , 16 April 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Anne Betancourt', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Tate Donovan', 'Christina Moore', 'Thea Mann']",8.5,3149,"Monica tries on Emily's wedding dress, and can't stop wearing it. Jealous of Ross's proposal to Emily, Rachel tries to talk Joshua into marriage. Chandler takes Joey to a sleep clinic when he starts snoring."
4,21, The One with the Invitation ,Peter Bonerz , 23 April 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Helen Baxendale', 'Elliott Gould']",7.2,3404,"As Ross and Emily send out wedding invitations, he and Rachel each look back on their relationship together while Joey and Chandler look for a purpose in life."
4,22, The One with the Worst Best Man Ever ,Peter Bonerz , 30 April 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Robert M. Koch', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Helen Baxendale', 'Lisa Rotondi', 'Cynthia Mann']",8.5,3092,"at first Ross chooses Joey to be his best man but after a mishap at his bachelor party, he decides he wants both Joey and Chandler as his best men. Phoebe's mood swings makes Monica and Rachel nervous."
4,23, The One with Ross's Wedding ,Kevin Bright (as Kevin S. Bright)    , 7 May 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Helen Baxendale', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Sarah Ferguson', 'Richard Branson']",8.7,3381,"Phoebe tries to help Rachel deal with her feelings for Ross as the rest of the gang head to London for Ross and Emily's wedding, while someone else unexpectedly shows up to the wedding."
4,24, The One with Ross's Wedding ,Kevin Bright (as Kevin S. Bright)    , 7 May 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Helen Baxendale', 'Hugh Laurie', 'June Whitfield', 'Jane Carr', 'Daniel Caltagirone', 'Peter Eyre', 'Greg Malins', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Elliott Gould', 'Tom Conti', 'Jennifer Saunders', 'Olivia Williams', 'Christina Pickles', 'Heathcote Williams', 'Shelly Desai']",9.2,4261,Phoebe tries to warn the gang that Rachel is coming to London to tell Ross she still loves him. Ross and Emily's parents get into an argument over the bill for the wedding. Monica and Chandler sleep together. The wedding ends with a gaffe.
5,1, The One After Ross Says Rachel ,Kevin Bright (as Kevin S. Bright)    , 24 September 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Tom Conti', 'Helen Baxendale', 'Peter Eyre', 'Sarah Ferguson', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Elliott Gould', 'Jennifer Saunders', 'Christina Pickles', 'Jane Carr', 'Olivia Williams']",8.9,3651,"A humiliated Emily runs away after Ross says Rachel's name at the altar. Meanwhile, Chandler and Monica struggle to get time alone together."
5,2, The One with All the Kissing ,Gary Halvorson , 1 October 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Zen Gesner', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'James Michael Tyler']",9.0,3716,Chandler must constantly kiss the girls to cover up a kiss he gave to Monica to hide their affair. Phoebe gets irritated when the gang constantly talk about London. Rachel puts Monica in charge of her love life. Ross tries to contact Emily.
5,3, The One Hundredth ,Kevin Bright (as Kevin S. Bright)    , 8 October 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Sam Anderson', 'Patrick Fabian', 'T.J. Thyne', 'Heidi Beck', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Giovanni Ribisi', 'Debra Jo Rupp', 'Iqbal Theba', 'Brenda Isaacs Booth', 'Rodney Sherwood']",8.8,3367,"The gang take Phoebe to the hospital after she goes into labor. Monica threatens to go on a date with a male nurse after Chandler claims they are ""just goofing around."" Joey gets treated for kidney stones."
5,4, The One Where Phoebe Hates PBS ,Shelley Jensen , 18 October 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Gary Collins', 'John R. McLaughlin', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Helen Baxendale', 'Sandra Thigpen', 'James Michael Tyler']",8.3,3028,Ross finally gets in touch with Emily and they try to work it out. Chandler gloats after Rachel reveals that Monica's secret boyfriend is the best sex she ever had. Phoebe and Joey debate if a selfless good deed exists.
5,5, The One with the Kips ,Dana De Vally Piazza (as Dana deVally)    , 29 October 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Christopher Liam Moore', 'James Michael Tyler']",8.8,3247,Chandler and Monica go away for the weekend but spend the entire time fighting. Ross tries to tell Rachel about his agreement with Emily.
5,6, The One with the Yeti ,Gary Halvorson , 5 November 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Helen Baxendale', 'George Newbern']",8.1,3036,The gang become frustrated with Emily's demands to Ross. Monica and Rachel mistake their new neighbor for a yeti. Phoebe receives a fur coat as a family heirloom from her mother.
5,7, The One Where Ross Moves In ,Gary Halvorson , 12 November 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Doug Benson', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Gregory Sporleder', 'George Newbern']",8.4,3058,Ross moves in with Chandler and Joey after Emily's cousin kicks him out of his apartment. Phoebe dates a health inspector. Rachel plays hard-to-get with Danny.
5,8, The One with All the Thanksgivings ,Kevin Bright , 19 November 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Michael Winters', 'Elliott Gould', 'Douglas Looper', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Morgan Fairchild', 'Christina Pickles', 'Alec Mapa', 'Joshua Duvall Preston', 'John Luder']",9.2,4310,The gang remember and share with each other their worst Thanksgivings.
5,9, The One with Ross's Sandwich ,Gary Halvorson , 10 December 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Scott Mosenson', 'Alexia Roberts', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Michael Ensign', 'Jennette Robbins', 'Johan-Carl Nowack']",9.1,3954,Joey finds himself constantly covering for Chandler and Monica's affair. Ross becomes angry when someone at work eats his sandwich. Phoebe and Rachel enroll in a literature class.
5,10, The One with the Inappropriate Sister ,Dana De Vally Piazza , 17 December 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Julie Lauren', 'Tom Bailey', 'Robyn Pedretti', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'June Gable', 'George Newbern', 'Lee Arenberg', 'James Michael Tyler']",8.2,3009,A bored Ross wreaks havoc in Chandler and Joey's lives. Rachel is uncomfortable with Danny's unusually close relationship with his sister. Phoebe runs into trouble whilst collecting donations for the poor during Christmas.
5,11, The One with All the Resolutions ,Joe Regalbuto , 7 January 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Charles Thomas Allen', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Sarah Peterson', 'John Christopher Allen', 'James Michael Tyler']",9.1,3818,The gang make their New Years resolutions. Chandler struggles to not make jokes about everyone. Rachel uncovers a secret. Ross runs into trouble when he wears leather pants on a date.
5,12, The One with Chandler's Work Laugh ,Kevin Bright (as Kevin S. Bright)    , 21 January 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Lise Simms', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Maggie Wheeler', 'Sam McMurray']",8.3,2980,Monica becomes annoyed at how Chandler sucks up to his boss by mimicking his boss's laugh and laughing at his tasteless jokes. Ross hooks up with Janice when he finds out Emily is getting married.
5,13, The One with Joey's Bag ,Gail Mancuso , 4 February 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Daniel Hagen', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Bob Balaban', 'James Michael Tyler']",8.1,2993,"Phoebe's grandmother dies, and Phoebe is shocked when her father turns up at the funeral. Meanwhile, Rachel gives Joey a ""man's bag"" for an audition, and Chandler is scared to tell Monica he doesn't like her massages."
5,14, The One Where Everybody Finds Out ,Michael Lembeck , 11 February 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Michael Ensign', 'Jon Haugen']",9.7,8166,"When Phoebe finds out about Monica and Chandler, she and Rachel attempt to get them to confess their relationship."
5,15, The One with the Girl Who Hits Joey ,Kevin Bright (as Kevin S. Bright)    , 18 February 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Soleil Moon Frye', 'Linde Gibb', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Willie Garson', 'David Dalton', 'Stephon Fuller', 'Ferdinand Mehlinger']",8.5,3159,Ross makes enemies out of his new neighbors. Chandler freaks out about his relationship with Monica. Joey dates a girl who likes to playfully punch him but she doesn't realize she punches him too hard and Joey is reluctant to tell her.
5,16, The One with the Cop ,Andrew Tsao , 25 February 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'NiCole Robinson', 'Aloma Wright', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Michael Rapaport', 'Mark Fite', 'James Michael Tyler']",8.6,3211,"Joey has a dream about Monica and becomes convinced he is in love with her. Meanwhile, Phoebe finds a police badge in Central Perk, and Ross tries to get his new sofa into his apartment."
5,17, The One with Rachel's Inadvertent Kiss ,Shelley Jensen , 18 March 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Samantha Smith', 'Marc Goldsmith', 'Ralph Manza', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Michael Rapaport', 'Steve Ireland', 'Devyn LaBella', 'James Michael Tyler']",8.5,3014,Rachel has an awkward encounter when she interviews for a new job. Monica becomes jealous of Phoebe and Gary. Joey searches for a 'hot girl' in Ross's building.
5,18, The One Where Rachel Smokes ,Todd Holland , 8 April 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jane Sibbett', 'Judy Kain', 'John Christopher Allen', 'Matt Weinberg', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Joanna Gleason', 'Megan Ward', 'Jim Wise', 'Charles Thomas Allen', 'James Michael Tyler']",8.0,2935,"Rachel takes up smoking to feel more included at work. Joey auditions for a soup commercial with Ross's son Ben, but they end up competing against each other. Monica and Phoebe plan Rachel's surprise birthday party one month in advance."
