season,episode,scene,quote_index,character,line,extra
2,12,28,0,van damme,"can't you see what's going on here, this man is dying.",
2,12,28,2,director,cut.,
2,12,28,3,van damme,"can't you see what's going on here, this man is dying.",
2,12,28,5,director,cut.,
2,12,28,6,van damme,"can't you see what's going on here, this man is dying.",
2,12,28,8,director,cut.,
2,12,28,9,van damme,"can't you see what's going on here, this man is dead.",
2,14,2,0,interviewer,"well, this all looks good.",
2,14,2,2,interviewer,and if i want to call for a reference on your last job?,
2,14,2,4,interviewer,"alright, lets see if you're as good in person as you are on paper. make me a salad.",
2,14,2,6,interviewer,"no, just a salad will be fine.",
2,14,2,8,interviewer,"now, i want you to tell me what you're doing while you're doing it.",
2,14,2,10,interviewer,uh-huh. is it dirty?,
2,14,2,12,interviewer,"don't, i like it dirty.",
2,14,2,14,interviewer,"so, uh, what are you going to do next?",
2,14,2,16,interviewer,"are they, uh, firm?",
2,14,2,18,interviewer,"you sure they haven't gone bad? you're sure they're not very, very bad?",
2,14,2,20,interviewer,you gonna slice them up real nice?,
2,14,2,22,interviewer,aaaahhhhhhh.,
2,14,4,1,mr geller,: hi.,
2,14,4,2,mrs geller,: hi darling.,
2,14,4,4,mr geller,: some of your old stuff.,
2,14,4,5,mrs geller,": well sweetie, we have a surprise for you. we're turning your room into a gym.",
2,14,4,7,mr geller,": gosh, we talked about that but your brother has so many science trophies and plaques and merit badges, well we didn't want to disturb them.",
2,14,4,9,mrs geller,": oh, hi rachel.",
2,14,4,11,mrs geller,": oh, we were so sorry to hear about your parents splitting up, dear.",
2,14,4,13,mr geller,": well, i can't say any of us were surprised. your parents have been unhappy ever since we've known them. especially after that incident in hawaii.",
2,14,4,15,mr geller,": uhh, naa, no no no, i, i must be thinking of someone else, uh, maybe me. don't you have some folding to do? go fold dear. fold. you fold.",[shuffles her into her room]
2,14,5,4,gail,i'm gail.,
2,14,5,6,gail,"i, i really have to be somewhere but it was nice meeting you.",
2,14,6,7,man,"sure will. i've uh, gotta go. take care.",
2,14,8,0,mr geller,": you know, that steffi graf has quite a tush. i'm just saying, it's right there.",
2,14,8,2,mrs geller,": hi, darling. where's my grandson, you didn't bring him?",
2,14,8,4,mr geller,: a woman in my office is a lesiban. i'm just saying.,
2,14,8,5,mrs geller,": oh, jack look, there's that house paint commercial that cracks you up.",[the gellers return to watching tv and ross goes over to monica]
2,14,8,11,mrs geller,: why?,
2,14,8,13,mrs geller,: you were fired? what're you gonna do?,
2,14,8,14,mr geller,": judy, judy, relax, this is our little harmonica we're talking about. we taught her well. ten percent of your paycheck, where does it go?",
2,14,8,16,mr geller,": there you go. so she dips into her savings, that's what it's there for. she's gonna be fine, and if you need a little extra, you know where to find it.",[pulls a quarter from behind her ear]
2,14,10,12,mrs geller,": over here jack. ok. i see, rachel's coming up the path. oh doesn't she look pretty. jack, get this.",[rachel enters with a huge nose]
2,14,10,21,mrs geller,: get a shot of monica. where's monica.,
2,14,10,23,"mr, geller","wait, how do you zoom out? there she is.",[zooms out and we see an extremely overweight monica eating a big sandwich]
2,14,10,33,mr geller,: everybody smile.,
2,14,10,35,mr geller,: it is off.,
2,14,10,37,mr geller,: it's the off light. right ross?,[pans over to see ross with an afro and moustache]
2,14,10,50,roy,"he'll be here ok, take a chill pill.","[chip pins monica's corsage on, monica then turns and whispers to rachel]"
2,14,10,54,roy,"oh, i'm gonna kick chip's ass.",
2,14,10,55,mrs geller,: i have a wonderful idea. you should take rachel to the prom.,[to ross on the stairs]
2,14,10,57,mrs geller,": jack, give me that. talk to your son.",
2,14,10,58,mr geller,": your mother's right. take her, you can wear my tux.",
2,14,10,60,mr geller,": of course she would, you're a college man.",
2,14,10,62,mr geller,": well, c'mon. don't ya want to find out?",
2,14,10,65,mr geller,: atta boy.,[ross scrambles upstairs to change]
2,14,10,69,mr geller,": c'mon kid, let's go.",
2,14,10,70,mrs geller,": ahh, are you hadsome.",
2,14,10,71,mr geller,: let's show 'em.,
2,14,10,73,mr geller,": rachel, ready or not, here comes your knight in shining. . . oh no.",[going downstairs] [chip has shown up and the four are leaving]
2,14,10,74,"rachel, monica, roy, and chip",bye.,
2,14,10,75,mrs geller,": oh, dear. jack, how do i turn this off?",
2,14,10,76,mr geller,: press the button.,
2,14,10,77,mrs geller,": which one? which button, jack.",
2,14,10,78,mr geller,": the button, the button.",
2,14,11,0,mrs geller,: dance with him.,
2,14,11,2,mrs geller,: dance with your father.,
2,14,11,3,mr geller,: i may not know any of your flash dances but i'm no slouch on the dance floor.,
2,14,11,5,mrs geller,": oh, jack.",
2,14,11,6,mr geller,": oh, judy. oh, judy.",
2,14,11,7,both,"oh, ohhhhh.",[monica is visibly upset]
2,15,1,15,both,aaahhhh. aaaahhhhhh. opening titles,[both extend the footrests] [both recline their chairs]
2,15,3,2,dr. burke,"ah, that's ok, come on in. um, i'm sorry, is monica geller coming? i was told she was.",
2,15,3,4,dr. burke,"monica? my god you used to be so. . . i mean you, you, you, you must have lost like. . . you look great.",
2,15,3,6,dr. burke,"hi phoebe, nice to meet you. so, how ya been?",[phoebe just giggles when they shake]
2,15,3,8,dr. burke,"oh, well obviously you know barbara and i split up, otherwise you wouldn't have done the head tilt.",
2,15,3,10,dr. burke,"yeah, since the divorce, when anybody asks me how i am, it's always with a sympathetic head tilt. 'how ya doin'? you ok?'",[demonstrating]
2,15,3,12,dr. burke,"no no, it, it's fine, believe me. i do it too. i always answer with the 'i'm ok' head bob. 'i'm ok.' 'you sure?' 'yeah, i'm fine.' hey listen, i've got to set up the music. i got a new cd changer, of course the divorce only left me with 4 cd's to change.",[demonstrates] [tilts head] [bobs head]
2,15,3,14,dr. burke,i'll survive.,[bobbing his head]
2,15,5,1,dr. burke,"but they're so dull, they're all opthamologists.",
2,15,5,3,dr. burke,"only because my parents wanted me to be, i wanted to be a sherrif.",
2,15,5,5,dr. burke,see.,
2,15,5,7,dr. burke,"ok. you better. oh god, here we go. hey wanna see 'em go nuts? watch this. who needs glasses?",[grabbing some wine glasses and opening the door to the party] [everyone laughs]
2,15,8,0,dr. burke,i'm going to look into your eyes now.,
2,15,8,2,dr. burke,"yeah, that's my job. alright, look up. . . look down, now open your eyes, now look down. that's right, look into the light. now look at me. . . ok. your eyes look good. those are good eyes.",
2,15,8,4,dr. burke,"so, it's great to see ya.",
2,15,8,6,dr. burke,you too.,
2,15,8,8,dr. burke,drops!,
2,15,8,10,dr. burke,"drops. here, they're free.",
2,15,8,12,dr. burke,"oh, ok, yeah. i'll see ya later.",
2,15,11,1,dr. burke,yep.,
2,15,11,3,dr. burke,"ya know, she's having another baby.",
2,15,11,5,dr. burke,"no no. henry's almost two and he's talking and everyting. here. you know, the other day he told me he liked me better than his other grandpa. now in all fairness his other grandpa's a drunk but still. . .",
2,15,11,7,dr. burke,yeah. are we nuts here?,
2,15,11,9,dr. burke,"i didn't need to know that. i guess 21 years is a lot. i mean, hell, i'm a whole person who can drink older than you.",
2,15,11,11,dr. burke,so.,
2,15,11,13,dr. burke,"yeah, yeah, maybe.",
2,15,11,15,dr. burke,"yeah, it sure does.",[they hug and it turns into a passionate kiss]
2,15,11,17,dr. burke,"no, no, there's no rush or anything.",[knock at the door]
2,15,11,18,delivery guy,pizza delivery.,
2,16,3,3,mrs geller,: oh hi kids. hi darling.,
2,16,3,5,mr geller,: oh thank you.,
2,16,3,7,richard,happy birthday.,
2,16,3,8,mrs geller,": well, you kids thank dr. burke for the ride?",
2,16,4,0,friend,"well, you kids take the train in?",
2,16,4,1,mrs geller,": no, richard burke gave them a ride.",
2,16,4,2,friend,"oh. speaking of whom, i hear he's got some 20-year-old twinkie in the city.",[monica sprays whipped cream all over the place]
2,16,4,4,mrs geller,": sooo, richard's shopping in the junior section.",
2,16,4,6,mrs geller,: we just know she's got the iq of a napkin.,
2,16,4,7,friend,"she's probably not even very pretty, just young enough so that everything is still pointing up.",[monica folds her arms over her breasts]
2,16,5,4,joey's co-star,hey.,
2,16,5,6,joey's co-star,thanks. you want it?,
2,16,5,8,joey's co-star,"yeah, i'm movin' to a bigger place. you should definitely take this one.",
2,16,5,10,joey's co-star,why not? you hate park views and high ceilings? c'mon i'll show you the kitchen.,
2,16,6,0,mr geller,": c'mon, tell us.",
2,16,6,1,friend,"yeah, is she really 20.",
2,16,6,2,richard,i am not telling you guys anything.,
2,16,6,3,mr geller,": c'mon rich, it's my birthday, let me live vicariously.",
2,16,6,5,mr geller,": ahh, what's a little mid-life crisis between friends?",
2,16,6,6,richard,"jack, would you let it go?",
2,16,6,7,mr geller,": look, i know what you're going through. when i turned 50 i got the porsche. you... you got your own little speedster.",
2,16,6,8,richard,"guys. seriously, it is not like that.",
2,16,6,9,mr geller,": tell you what, maybe one of these weekends you can borrow the car and i cou. . .",
2,16,6,11,mr geller,: what? i'm kidding. you know i'd never let him touch the porsche.,
2,16,7,3,tattoo artist,"alright, blonde girl, you're in room two, not so blonde girl, you're with me.",
2,16,8,0,richard,how ya doin'?,
2,16,8,2,richard,really? i'm a hero.,
2,16,8,4,richard,"yeah, i know. i hate it too. look, maybe we should just tell them.",
2,16,8,6,richard,my parents are dead.,
2,16,8,8,richard,"i know, i know. just hang in there, ok. ok, i'll go out first, alright.",
2,16,8,10,richard,"judy, going to the bathroom , good for you.",[walks out of the bathroom and runs into mrs. geller who is going to the bathroom]
2,16,8,11,mrs geller,": thank you richard, i appreciate the support.","[monica jumps in the shower. right after mrs. geller enters the bathroom, mr. geller peeks his head in.]"
2,16,8,12,mr geller,": honey. honey, have you seen my harmon kilerbrew bat? bob doesn't believe i have one.",
2,16,8,13,mrs geller,: i have no idea. did you know richard has a twinkie in the city?,
2,16,8,14,mr geller,: i know. he's like a new man. it's like a scene from cocoon,
2,16,8,15,mrs geller,: i just never would have pictured richard with a bimbo.,
2,16,8,16,mr geller,": apparently, he told johnny shapiro that she's quite a girl. in fact, he told johnny that he thinks he's falling in love with her.",
2,16,8,17,mrs geller,: really.,
2,16,8,18,mr geller,": i tell you, i've never seen him this happy.",
2,16,8,19,mrs geller,": so jack, you ever think about trading me in for a younger model?",
2,16,8,20,mr geller,: of course not. with you it's like i've got two 25-year-olds.,
2,16,8,21,mrs geller,: oh jack stop.,[they start kissing]
2,16,8,22,mr geller,": c'mon, it's my birthday.",
2,16,10,0,mr geller,: who's drink can i freshen?,
2,16,10,1,mrs geller,: almost time for cake.,
2,16,11,1,richard,what?,
2,16,11,3,richard,"humm, really?",[mrs. geller and ross both enter]
2,16,11,4,mrs geller,: richard. richard. your son isn't seeing anyone is he?,
2,16,11,5,richard,"uhh, not that i know of.",
2,16,11,6,mrs geller,": well, i was thinking, why doesn't he give monica a call?",
2,16,11,7,richard,that - that's an idea.,
2,16,11,9,mrs geller,: oh?,
2,16,11,10,richard,oh?,
2,16,11,12,mrs geller,": she never tells us anything. ross, did you know monica's seeing someone?",
2,16,11,14,mrs geller,": so, who's the mystery man?",
2,16,11,16,mrs geller,: a real doctor?,
2,16,11,18,mrs geller,: well that's wonderful. . . i,
2,16,11,20,richard,it is judy.,
2,16,11,21,mrs geller,: jack. could you come in here for a moment? now!,
2,16,11,22,mr geller,: found it.,[enters with his bat]
2,16,11,24,mrs geller,: it seems your daughter and richard are something of an item.,
2,16,11,25,mr geller,": that's impossible, he's got a twinkie in the city.",
2,16,11,27,mr geller,: you're the twinkie?,
2,16,11,28,richard,she's not a twinkie.,
2,16,11,30,mrs geller,": oh please, a relationship.",
2,16,11,32,richard,really?,
2,16,11,34,mr geller,: am i supposed to stand here and listen to this on my birthday?,
2,16,11,36,mr geller,: when did i say that?,
2,16,14,1,richard,"no, it's been a long time since your dad and i went running.",[rachel and phoebe enter]
2,16,14,8,richard,very tasteful.,
2,16,14,13,richard,what're we looking at? that blue freckle?,
2,17,2,15,guy,what're you doing?,
2,17,4,13,both,baywatch!!,[both turn on tv's]
2,17,7,0,producer,"ok phoebe, you ready to try one?",
2,17,7,2,producer,they're your backup singers... beind you.,
2,17,7,4,producer,alrighty. from the top.,
2,17,7,6,producer,"honey, uh we, we can talk about this. it's just that it's costing about a hundred dollars a minute to be in here.",
2,17,9,4,eddie,"hey chan, is that joey guy gonna come by and pick up his moose hat or should i just toss it out?",
2,17,9,6,eddie,nice to meet ya.,
2,17,9,8,eddie,"at the uh, supermarket, in the uh, ethnic food section. i helped him pick out a chorizo.",
2,17,9,15,eddie,is this guy great or what?,[annoying laugh]
2,17,11,0,eddie,"hi joey, what's goin' on man?",
2,17,11,7,eddie,"alright, here you go my friend. eggs a-la eddie, huh?",
2,17,11,13,eddie,"well you guys, i'm outta here. see ya pals.",
2,17,14,1,eddie,"no thanks man, i'm not uh, i'm not really into sports.",
2,17,14,3,eddie,"y-, y-, you like that show?",
2,17,14,5,eddie,"wha-, n-, no. i mean it's just a bunch of pretty people runnin' around on the beach, ya know.",
2,17,14,7,eddie,"i tell ya, i-, i'm gonna go read in my room for a little while.",
2,18,1,0,amber,oh drake.,
2,18,1,1,dr. remore,i'm sorry amber. it's just like brad to have to have the last word.,[ross enters]
2,18,1,4,amber,i want you drake.,
2,18,1,5,dr. remore,i know you do but you and i can never be together that way.,
2,18,1,6,amber,what?,
2,18,1,7,dr. remore,there's something i never told you amber. i'm actually your half- brother.,[everyone gasps. the show ends.]
2,18,2,10,eddie,what was that?,
2,18,2,12,eddie,"yeah alright, that sounds alright.",
2,18,3,0,eddie,"that's good, that's good. so, so, so who broke up with who?",
2,18,3,2,eddie,"that's good man, when everybody knows that the uh, the capital of cambodia is uh...",
2,18,3,4,eddie,"not sean penn. alright, i, i've got a funny one, alright. my last girlfriend tilly. ok, we're eating breakfast, right, and i made all these pancakes, there was like 50 pancakes right. and all of the sudden she turns to me, alright, and she says, 'eddie.' i say, 'yeah,' she says, 'eddie, i don't want to see you anymore.' and it was literally like she had reached into my chest, ripped out my heart, and smeared it all over my life, ya know. and now there's like this incredible abyss, ya know, and i'm falling and i keep falling and i don't think i'm ever gonna stop. that uh, wasn't such a funny story, was it?",[finishes laughing]
2,18,4,1,richard,"phoebe's got another job, right?",
2,18,4,5,richard,"um, we should go too, i got patients at 8 in the moring.",
2,18,4,7,richard,"i don't know, i don't have my jammies.",
2,18,4,12,richard,"oh, thank you phoebs. that's very sweet.",
2,18,4,14,richard,"hear that? she likes me best, and apparently there've been a lot.",
2,18,5,0,tilly,hi.,
2,18,5,2,tilly,i'm looking for eddie minowick.,
2,18,5,4,tilly,thanks.,
2,18,5,6,tilly,i'm tilly.,
2,18,5,8,tilly,i gather by that oh that he told you about me.,
2,18,5,10,tilly,he's kind of intense huh?,
2,18,5,12,eddie,a little what?,[walks around corner]
2,18,5,14,eddie,hello tilly.,
2,18,5,15,tilly,"eddie, i just came by to drop off your tank.",
2,18,5,16,eddie,that's very thoughtful of you. it's very thougtful.,
2,18,5,17,tilly,"well, ok then. i'm gonna go. bye.",
2,18,5,18,eddie,bye-bye.,
2,18,5,21,eddie,you had sex with her didn't you?,
2,18,7,0,writer,"makes up most of his lines. son-of-a-. yeah, well, write this jerkweed.",
2,18,8,1,delivery guy,"uhh, i don't know, i just bring the scripts.",
2,18,8,3,delivery guy,right. could you sign this?,
2,18,8,5,delivery guy,i don't think that's gonna affect the plot of the show.,
2,18,8,7,delivery guy,"er, uh, i'm just gonna go. sorry.",
2,18,9,3,richard,night richard. good luck mon.,
2,18,9,5,richard,two.,
2,18,9,7,richard,"well, i mean what can i say? i, i was married to barbara for 30 years. she was my high school sweetheart, now you, that's two.",
2,18,9,9,richard,"woah, woah, no wait a minute now. c'mon it's your turn. oh c'mon. ya know, i don't need the actual number, just a ballpark.",
2,18,10,1,eddie,"that's very interesting, ya know, 'cause that's exactly what someone who slept with her would say.",
2,18,10,3,eddie,where's buddy?,
2,18,10,5,eddie,"my fish, buddy.",
2,18,10,7,eddie,"oh, this is, this is unbelievable. i mean, first you sleep with my ex-girlfriend then you insult my inteligenct by lying about it and then you kill my fish, my buddy?",
2,18,11,0,richard,that's it? that's the giant number you were afraid to tell me?,
2,18,11,2,richard,"well, that's not bad at all. i mean, you had me thinkin it was like a fleet.",
2,18,11,4,richard,"oh honey, i'm fine.",
2,18,11,6,richard,"what? alright, what about my two?",
2,18,11,8,richard,"right, and...",
2,18,11,10,richard,"honey, you are not an oat. i, i mean i don't know, i, i guess i'm just not an oat guy. i've only slept with women i've been in love with.",
2,18,11,12,richard,right.,
2,18,11,14,richard,now i do.,[they kiss and fall to the bed] [ross and rachel are in rachel's bedroom]
2,18,11,31,richard,monica.,
2,18,11,34,richard,hey. they're just trying to decide somehting.,
2,18,11,36,richard,no.,
2,18,11,38,richard,i have a little comb.,
2,18,11,40,richard,a moustache comb.,
2,18,11,52,richard,"no. you have got it completely wrong. john savage was deerhunter, no legs, john voit was coming home, couldn't feel his legs.",
2,18,11,56,richard,shall we?,
2,18,11,58,richard,"uh, in the future, if i could see the schedule beforehand...",
2,18,12,13,dr. remore,"amber, i want you to know that i'll always be there for you, as a friend and as your brother.",
2,18,12,14,amber,oh drake.,
2,18,12,15,dr horton,"hard day huh? first the medical award, this.",
2,18,12,16,dr. remore,some guys are just lucky i guess.,
2,18,12,17,intercom,"dr. remore, report to first floor emergency, stat.",
2,18,12,18,dr. remore,"well then, uh, i uhh, guess that's me. anyone else need to go on the elevator? dr. horton, dr. wong?",
2,18,12,19,dr. horton,"no, no, they only said you.",
2,18,12,20,dr. remore,"oh, ok. alright.",
2,18,12,21,amger,i love you drake.,
2,18,12,22,dr. remore,"yeah, whatever. oh no.",
2,18,12,23,amber,"drake, look out.",
2,18,12,24,dr. remore,ahhhhhhhhhhhhhhhhhhhhhhhhh.,
2,18,14,1,eddie,"pecan sandy, just made em.",
2,18,14,3,eddie,"uh, sure, why not.",
2,18,14,5,eddie,"i got a little surprise, look. there's a new fishie. i named him uh, chandler, you know, after, after you.",
2,18,14,7,eddie,what's you point man?,
2,18,15,1,richard,hey.,
2,18,15,3,richard,"ohh, brisk tonight.",
2,18,15,5,richard,let's never speak of this.,
2,19,1,1,eddie,"nothin' roomie, just watchin' you sleep.",
2,19,1,3,eddie,"makes me feel um, peaceful, heh-heh, please.",
2,19,1,5,eddie,you want me to sing?,
2,19,1,7,eddie,"woah, woah, woah, what're, what're you talkin' about man.",
2,19,1,9,eddie,"no. see now i don't think you're being fair. i mean one night you see me and you get scared, i mean, what about all the other nights when you don't see me, huh? what about last night when you went and got a drink of water and i was nice enough to hide behind the door, what's that about, huh?",
2,19,1,11,eddie,yeah.,
2,19,1,13,eddie,"ok, you really want me out?",
2,19,1,15,eddie,"ok, then i want to hear you say it, i, i want to hear you say you want me out.",
2,19,1,17,eddie,"no no no, i wanna hear it from your lips.",
2,19,1,19,eddie,"oh, right, all right, you know what pallie i understand, consider me gone, you know what, i'll be out by the time you get home from work tomorrow.","[eddie leaves the room and chandler mouths ""thank you"" to himself]"
2,19,1,20,eddie,i heard that. opening titles,
2,19,3,0,estelle,don't worry about it already. things happen.,
2,19,3,2,estelle,"joey, look at me, look at me. do i have lipstick on my teeth?",
2,19,3,4,estelle,"look honey, people get fired left and right in this business. i already got you an audition for another world",
2,19,3,6,estelle,you're welcome.,
2,19,3,8,estelle,"things change, roll with em.",
2,19,3,10,estelle,"joey, i'm gonna tell you the same thing i told al minser and his pyramid of dogs. take any job you can get and don't make on the floor.",
2,19,6,0,eddie,hey pal.,
2,19,6,2,eddie,"ah, just some basic dehydrating of a few fruits and vegetables. man alive this thing's fantastic!",
2,19,6,4,eddie,"oh yeah, that's right, look i got us a new goldfish. he's a lot fiestier that the last one.",
2,19,6,6,eddie,"well, not unless it's got something to do with dehydrating my man because right now i'm a dehydrating maniac!",
2,19,6,8,eddie,"ah-ah-ah, you know what that is?",
2,19,6,10,eddie,that's a tomato. this one definitely goes in the display.,
2,19,7,1,gunther,lemonade? you ok man?,
2,19,7,3,gunther,"oh, that's too bad. how'd they do it?",
2,19,7,5,gunther,that sucks. i was buried in an avalanche.,
2,19,7,7,gunther,i used to be bryce on all my children,
2,19,9,0,eddie,"hey man, check it out, i got some great stuff to dehydrate here. i got some grapes, got some apricots, i thought it would be really cool to see what happens with these water balloons.",
2,19,9,2,eddie,what?,
2,19,9,4,eddie,"you, you want, you want me to move out?",
2,19,9,6,eddie,"i uh, i gotta tell you man, i mean, that's uh, it's kinda out of the blue, i mean don't you think?",
2,19,9,8,eddie,"ohhhh. relax, take it easy buddy. tell me twice, you want me to go? alright, alright, guess i'll be back for my stuff. but if you think for one second i'm leaving you alone with my fish, you're insane jack!",[walks out the door and after a pause comes back in]
2,19,9,10,eddie,no help required chico.,[reaches into the tank and grabs the fish and puts it in his pocket]
2,19,10,1,casting guy,"excuse me, that's 50 bucks.",
2,19,10,3,casting guy,five oh dollars.,
2,19,10,5,casting guy,that's great.,
2,19,10,7,casting guy,"ok, listen, thanks for coming in.",
2,19,12,18,mover,1200.,
2,19,12,22,mover,"uh, the dog.",[points to a big poecelain greyhound]
2,19,12,24,mover,yeah.,
2,19,13,14,eddie,"check it out man, i tore it off some mannaquin in the alley behind macy's.",[enters]
2,19,13,16,eddie,"so i got it in the junior miss department, big diff. anyway check it out man, it's gonna make a hell of a conversation piece at out next cocktail party, huh pal?",
2,19,13,18,eddie,"yeah, you know, put chips in it, we'll make like a chip chick.",
2,19,13,20,eddie,"uh yes, i think i vaguely recall it.",
2,19,13,22,eddie,"uh, yes.",
2,19,13,24,eddie,we took a road trip to las vegas man.,
2,19,13,27,eddie,"naah, i crapped out, but mr. 21 over here he cleans up, 300 bucks, check it out he buys me these new shoes, sweet huh?",
2,19,13,29,eddie,yeah. well see ya upstairs. see ya pals.,
2,19,14,1,eddie,why doesn't my key work and what's all my stuff doin' downstairs?,
2,19,14,3,eddie,"it's eddie you freak, your roommate.",
2,19,14,7,eddie,"no he, he moved out and i moved in.",
2,19,14,10,eddie,"well that's uh, that's a good point. um ok, well, uh, i guess i got the wrong apartment then. i, i'm, look, i'm, ya know, i'm sorry, i'm terriably sorry.",
2,20,1,1,richard,monica's making us watch old yeller,
2,20,1,12,richard,"uh, phoebe, i don't think your mom would want you to see what's about to happen.",
2,20,2,10,richard,"wow. well being a huge knicks fan myself, i think you should take someone who's a huge knicks fan.",
2,20,2,12,richard,glad to be of help. matches.,[walks out to the balcony]
2,20,3,1,carol,hello,[enters with susan]
2,20,3,3,susan,hey.,
2,20,3,4,carol,hi honey.,
2,20,3,6,carol,what?,
2,20,3,7,susan,what?,
2,20,3,9,carol,"uhh, we know, he already did it last week.",
2,20,3,10,susan,you can watch our tape if you want.,
2,20,3,12,carol,"actually, he is getting closer on the talking thing. he can't quite say mama yet, but once he said yumen.",
2,20,3,14,carol and susan,great. that would be fine.,
2,20,3,16,susan,"oh shout, that would have been fun.",
2,20,4,22,richard,"hey, you're gettin' better. i'm gonna keep this by the way.",
2,20,5,1,carol,"uh, we're going down to colonial williamsburg.",
2,20,5,2,susan,"yeah, a woman i went to college with just became the first female blacksmith down there.",
2,20,5,4,carol,think i better go before mommy starts weeping.,
2,20,5,6,carol and susan,we love you. buy.,
2,20,7,1,richard,"hey phoebs, what's happening?",
2,20,7,5,richard,charlotte who?,
2,20,7,13,richard,"uh, the guy was lou gehrig. didn't you kinda see it coming?",
2,20,7,16,richard,"hey, be right there.",
2,20,7,19,richard,it's the basketball playoffs.,
2,20,7,21,richard,"oh, no, honey, i mean, don't worry, i like hanging out with those guys. it's fun for me. they're different than my other friends, they don't start sentences with, 'you know who just died shoveling snow?'",
2,20,7,23,richard,"uh, it's the college playoffs.",
2,20,7,25,richard,"uh, they're not in it.",
2,20,7,27,richard,ok.,[leaves]
2,20,9,1,richard,"but... he gets it back, pass to the middle, lines it up and... bam! yes! could that shot be any prettier?",
2,20,9,3,richard,"well, we had a table in college.",
2,20,9,5,richard,nice moustache by the way. when puberty hits that thing's really gonna kick in.,
2,20,9,7,richard,"ok, just one more point.",
2,20,9,10,richard,is everything all right?,
2,20,9,12,richard,uh-oh.,
2,20,9,15,richard,well.,
2,20,9,17,richard,"uh, you guys see me as a dad?",
2,20,9,22,richard,"uh-huh, yeah.",
2,20,9,24,richard,"that's fine. well, your other dad and i are gonna go have a romantic evening and i guess i'll just see you kids around.",
2,20,9,30,richard,"yeah, just, i feel like i'm about a hundred. i thought i was just one of the guys.",
2,20,9,32,richard,"what're you talkin' about, i was killin' 'em.",
2,20,10,3,carol,it's us.,
2,20,10,6,ben,hi.,
2,20,10,14,carol and susan,hello.,
2,20,10,16,carol,what did he say?,
2,20,10,18,susan,that's so exciting.,
2,20,10,19,carol,mommy is so proud of you. hi. hi.,
2,20,10,21,carol,hi.,
2,20,10,23,carol,hi.,
2,20,10,25,carol,hi.,
2,20,10,27,carol,hi.,
2,20,10,28,susan,"ok, this could go on for a while.",
2,20,10,29,carol,we've got a cab waiting downstairs.,
2,20,10,31,carol,tuesday.,
2,20,10,35,ben,bye.,
2,20,10,37,susan,suddenly i'm seeing him go off to college.,
2,20,10,38,carol,"we've gotta go, we've got that cab waiting.",
2,20,10,40,ben,bye.,
2,20,10,42,ben,bye.,
2,20,10,44,ben,bye.,
2,20,11,0,ernie,"oh wow, look at this nice deep hole i've been digging. hey bert, isn't this a nice hole here. hey.",
2,20,11,2,ernie,"bert, bert. bert. hey, what happened to my friend bert? he was here just a moment ago. oh no, my old friend bert is lost.",
2,21,2,4,big bully,hey you're in our seats.,[walks back from the counter]
2,21,2,6,little bully,"hey, we were sitting there.",[walks back from the counter]
2,21,2,8,little bully,is that supposed to be funny?,
2,21,2,10,big bully,what's with this guy?,
2,21,2,11,little bully,what's with you?,
2,21,2,14,little bully,"i just took your hat. see, i can be funny too. my, my joke is that i, i took your hat.",
2,21,2,16,little bully,no.,
2,21,2,18,big bully,no.,
2,21,2,20,big bully,why should we?,
2,21,2,23,big bully,you got a problem with that?,
2,21,5,4,big bully,"hehehehey, isn't that the guy who used to wear your hat?",
2,21,5,5,little bully,and look where they're sitting.,
2,21,5,7,big bully,maybe we didn't make it clear enough.,
2,21,5,8,little bully,yeah.,
2,21,5,9,big bully,this couch belongs to us.,
2,21,5,11,big bully,you know what i keep wondering? why you two are still sitting here.,
2,21,5,13,gunther,"fellas, these guys were here first.",
2,21,5,14,big bully,"oh, sorry, i didn't realize.",
2,21,5,15,little bully,sorry.,
2,21,5,16,gunther,there you go.,
2,21,5,18,little bully,he told on us?,
2,21,5,19,big bully,you told on us?,
2,21,5,23,big bully,"alright, let's take this outside.",
2,21,5,25,big bully,the guy that's about to kick your ass talks like that.,
2,21,5,29,little bully,"well then here's the deal, you won't have to so long as never ever show your faces in this coffee house ever again.",
2,21,10,1,mrs buffay,"schnoodle. oh my god, what the hell happened to my dog?",
2,21,10,3,mrs buffay,"what are these, stitches?",
2,21,10,5,mrs buffay,"yeah well, thanks for bringing back what's left of him.",
2,21,10,7,mrs buffay,how do you know frank?,
2,21,10,9,mrs buffay,yeah. frank.,
2,21,10,10,frank,yeah. what?,[a young guy comes around the corner]
2,21,10,12,mrs buffay,he went out for groceries.,
2,21,10,14,mrs buffay,well he left four years ago so we're expecting him back any minute now.,
2,21,10,16,frank,hey lady. hey wait up. how do you know my dad?,
2,21,10,18,frank,heavy.,
2,21,10,20,frank,no but he didn't really talk about anything.,
2,21,10,22,frank,except stilts.,
2,21,10,24,frank,"yeah, he loved stilts. one time i was upstairs, i was stealing cigarettes out of my mom's purse, and uh, all of a sudden i look over and there's my dad's head bobbing past the window. he just had this big smile on his face and he was waving 'cause he was always happiest when he was on his stilts.",
2,21,10,26,frank,yeah.,
2,21,10,28,frank,me neither. so you're like my big sister.,
2,21,10,30,frank,"this is huge, you can buy me beer.",
2,21,10,32,frank,i gotta friend named mark.,
2,21,10,34,frank,"cool, alright. so maybe, ya know, i could give you a call sometime, we could talk or somethin'.",
2,21,10,36,frank,alright.,
